id,standard,chapter_number,chapter_name,major_topic,subtopic,concept_tested,stem,option_a,option_b,option_c,option_d,correct_option,correct_answer_text,solution,formula_principle,common_misconception,difficulty,estimated_time,question_type,source_type,concept_family_id,family_size,syllabus_scope_status,generator_eligible_strict_cet,generator_eligible_extended_revision,review_status,syllabus_version,release_version
PHY-12-CH11-0034,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,Magnetisation from B and H,Finding M when B and H are known,"Inside a magnetised specimen the magnetic field is 0.4 pi T while the magnetic intensity is 1 x 10^3 A m^-1. Taking mu_0 = 4 pi x 10^-7 T m A^-1, the magnetisation of the specimen is nearly",1.00 x 10^6 A m^-1,9.99 x 10^5 A m^-1,1.00 x 10^3 A m^-1,1.26 x 10^-6 A m^-1,B,9.99 x 10^5 A m^-1,"B / mu_0 = 0.4 pi / (4 pi x 10^-7). The factor pi cancels and 0.4 / (4 x 10^-7) = 10^6 A m^-1. Subtracting the magnetic intensity, M = 10^6 - 10^3 = 999000 A m^-1, that is nearly 9.99 x 10^5 A m^-1. The magnetisation dominates the field, as expected for a strongly magnetic material.",M = B / mu_0 - H,Students report B / mu_0 as the magnetisation and forget to subtract the magnetic intensity.,Challenging,More than 90 seconds,Mixed Concept,ORIGINAL,CF-a9b725ee,2,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0035,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,Definition of susceptibility,Susceptibility as the ratio of M to H,The magnetic susceptibility of a material is defined as the ratio of,the magnetic intensity to its magnetisation,its magnetisation to the magnetic intensity,its magnetisation to the magnetic field inside it,the magnetic field inside it to the magnetic field in vacuum,B,its magnetisation to the magnetic intensity,"Magnetic susceptibility measures how readily a material becomes magnetised in a given magnetic intensity and is defined as chi = M / H. Since M and H are both measured in A m^-1, chi is a dimensionless number.",chi = M / H,"Students confuse susceptibility with relative permeability, which is the ratio of the field inside the material to the field in vacuum.",Easy,Under 30 seconds,Direct Concept,ORIGINAL,CF-2a94b7b9,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0036,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,Dimensionless susceptibility,Unit of magnetic susceptibility,The magnetic susceptibility of a material,is a dimensionless number,is measured in A m^-1,is measured in T m A^-1,is measured in tesla,A,is a dimensionless number,"Magnetisation and magnetic intensity are both measured in ampere per metre. Their ratio therefore has no unit at all, so susceptibility is a pure number. This is why values such as -1.2 x 10^-5 or 4000 are quoted without any unit.","chi = M / H, a ratio of two quantities both measured in A m^-1","Students attach the unit A m^-1 to susceptibility, forgetting that the units of M and H cancel.",Easy,Under 30 seconds,Unit and Dimension,ORIGINAL,CF-7dcf8132,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0037,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,Relative permeability,Relation between relative permeability and susceptibility,The relative permeability mu_r of a material and its magnetic susceptibility chi are related by,mu_r = chi - 1,mu_r = chi,mu_r = 1 + chi,mu_r = 1 / (1 + chi),C,mu_r = 1 + chi,Substituting M = chi H into B = mu_0 (H + M) gives B = mu_0 (1 + chi) H. Comparing with B = mu_0 mu_r H shows that mu_r = 1 + chi. The number 1 represents the contribution of the free currents and chi that of the material.,"B = mu_0 (H + M) = mu_0 (1 + chi) H, so mu_r = 1 + chi",Students write mu_r = chi and so predict a relative permeability of nearly zero for ordinary materials.,Easy,Under 30 seconds,Formula Based,ORIGINAL,CF-8445f903,6,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0038,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,Permeability,Relation between permeability and relative permeability,The permeability mu of a material is related to its relative permeability mu_r by,mu = mu_r / mu_0,mu = mu_0 + mu_r,mu = mu_0 / mu_r,mu = mu_0 mu_r,D,mu = mu_0 mu_r,"Relative permeability is defined as the ratio of the permeability of the material to that of vacuum, mu_r = mu / mu_0. Hence mu = mu_0 mu_r. Since mu_r is a pure number, mu carries the same unit as mu_0, namely T m A^-1.",mu = mu_0 mu_r,"Students add mu_0 to mu_r or divide by it, ignoring that mu_r is defined as a ratio.",Easy,Under 30 seconds,Formula Based,ORIGINAL,CF-8445f903,6,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0039,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,Sign of chi for diamagnetics,Susceptibility of a diamagnetic material,"For a diamagnetic material, the magnetic susceptibility is","small and positive, of the order of 10^-5","large and positive, of the order of 10^3","large and negative, of the order of -10^3","small and negative, of the order of -10^-5",D,"small and negative, of the order of -10^-5","In a diamagnetic material the applied field induces atomic moments directed opposite to the field, so the magnetisation is opposite to the magnetic intensity and chi = M / H is negative. The effect is very feeble, so the magnitude is only about 10^-5.",chi is small and negative for diamagnetic materials,Students remember that diamagnetic susceptibility is negative but not that its magnitude is extremely small.,Easy,Under 30 seconds,Direct Concept,ORIGINAL,CF-b3363946,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0040,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,mu_r from chi,Relative permeability of a diamagnetic specimen,The magnetic susceptibility of a diamagnetic specimen is -0.5 x 10^-5. Its relative permeability is,1.000005,0.99995,-0.5 x 10^-5,0.999995,D,0.999995,"mu_r = 1 + (-0.5 x 10^-5) = 1 - 0.000005 = 0.999995. The relative permeability of a diamagnetic material is thus slightly less than one, so the field inside such a specimen is a little weaker than the applied field.",mu_r = 1 + chi,Students ignore the negative sign of the susceptibility and report a relative permeability greater than one.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-3cbde4a2,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0041,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,chi from mu_r,Susceptibility from relative permeability,The relative permeability of a certain material is 1.0002. Its magnetic susceptibility is,2 x 10^-4,1.0002,-2 x 10^-4,2 x 10^-2,A,2 x 10^-4,chi = 1.0002 - 1 = 0.0002 = 2 x 10^-4. A small positive susceptibility of this size identifies the material as paramagnetic.,chi = mu_r - 1,Students forget to subtract 1 and report the relative permeability itself as the susceptibility.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-8445f903,6,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0042,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,Permeability numerical,Permeability of a material of given susceptibility,"A material has magnetic susceptibility 499. Taking mu_0 = 4 pi x 10^-7 T m A^-1, its permeability is",2 pi x 10^-4 T m A^-1,2 pi x 10^-4,1.996 pi x 10^-4 T m A^-1,8 pi x 10^-10 T m A^-1,A,2 pi x 10^-4 T m A^-1,"mu_r = 1 + 499 = 500. Hence mu = 4 pi x 10^-7 x 500 = 2000 pi x 10^-7 = 2 pi x 10^-4 T m A^-1, which is about 6.28 x 10^-4 T m A^-1.",mu_r = 1 + chi and mu = mu_0 mu_r,"Students take mu_r equal to chi when chi is large, forgetting the term 1 that is always present.",Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-245bf085,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0043,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,Ranking susceptibilities,Comparing the susceptibilities of the three classes,"Arranged in increasing order of magnetic susceptibility, the three classes of magnetic materials are","paramagnetic, diamagnetic, ferromagnetic","ferromagnetic, paramagnetic, diamagnetic","diamagnetic, paramagnetic, ferromagnetic","diamagnetic, ferromagnetic, paramagnetic",C,"diamagnetic, paramagnetic, ferromagnetic","Diamagnetic susceptibility is negative, about -10^-5. Paramagnetic susceptibility is small and positive, about 10^-5 to 10^-3. Ferromagnetic susceptibility is large and positive, running into thousands. In increasing order therefore the sequence is diamagnetic, paramagnetic, ferromagnetic.","chi is about -10^-5 for diamagnetics, +10^-5 to 10^-3 for paramagnetics and 10^3 or more for ferromagnetics",Students order the classes by magnitude alone and place the negative diamagnetic value in the middle.,Medium,30 to 60 seconds,Comparison Based,ORIGINAL,CF-4a8c8986,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0044,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,Values for vacuum,Susceptibility and relative permeability of vacuum,"For vacuum, the magnetic susceptibility and the relative permeability are respectively",1 and 0,1 and 1,0 and 1,0 and 0,C,0 and 1,"Vacuum has no atomic dipoles, so its magnetisation is zero for any magnetic intensity and chi = M / H = 0. Then mu_r = 1 + chi = 1, which is consistent with mu = mu_0 for vacuum.",chi = 0 and mu_r = 1 + chi = 1 for vacuum,Students interchange the two values because both 0 and 1 are associated with vacuum.,Medium,30 to 60 seconds,Direct Concept,ORIGINAL,CF-eb4ce479,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0045,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,chi from M and H,Susceptibility of a weakly magnetic sample,A sample placed in a magnetic intensity of 1 x 10^4 A m^-1 acquires a magnetisation of 0.2 A m^-1. Its magnetic susceptibility and relative permeability are respectively,2 x 10^-5 and 2 x 10^-5,5 x 10^4 and 5.0001 x 10^4,2 x 10^-5 and 1.00002,2 x 10^-3 and 1.002,C,2 x 10^-5 and 1.00002,chi = 0.2 / (1 x 10^4) = 2 x 10^-5. Then mu_r = 1 + 2 x 10^-5 = 1.00002. Both values identify the sample as paramagnetic.,chi = M / H and mu_r = 1 + chi,Students invert the ratio M / H or forget the term 1 in the relative permeability.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-eac73662,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0046,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,Unit of permeability,SI unit of permeability,The SI unit of the permeability of a material is,A m^-1,T A m^-1,T^-1 m A,T m A^-1,D,T m A^-1,"From B = mu H, the unit of mu is that of B divided by that of H, that is tesla divided by A m^-1, which is T m A^-1. This is also written as henry per metre and matches the unit of mu_0 = 4 pi x 10^-7 T m A^-1.","B = mu H, so mu has the unit of B divided by H",Students quote A m^-1 for permeability by carrying over the unit of magnetic intensity.,Medium,30 to 60 seconds,Unit and Dimension,ORIGINAL,CF-5e41e6f4,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0047,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,Identifying material from mu_r,Classifying a material from its relative permeability,A specimen is found to have relative permeability 0.9999. The specimen is,"paramagnetic, since its susceptibility works out to be small and positive","ferromagnetic, since its relative permeability differs from unity","non magnetic, since its relative permeability is practically unity","diamagnetic, since its susceptibility works out to be small and negative",D,"diamagnetic, since its susceptibility works out to be small and negative","chi = 0.9999 - 1 = -1 x 10^-4, which is small and negative. Only a diamagnetic material has a negative susceptibility, so the relative permeability of a diamagnetic material is always slightly less than one.",chi = mu_r - 1; a negative chi means the material is diamagnetic,Students overlook that a relative permeability just below one is the fingerprint of diamagnetism.,Medium,30 to 60 seconds,Conceptual Trap,ORIGINAL,CF-f48164f5,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0048,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,Field ratio,Ratio of field with a core to the field in vacuum,"A coil produces a magnetic field B_0 when its core is vacuum. When the core is filled with a material of relative permeability mu_r, the current being unchanged, the field inside becomes",B_0 / mu_r,(mu_r - 1) B_0,(1 + mu_r) B_0,mu_r B_0,D,mu_r B_0,"The magnetic intensity H is fixed by the current and the winding, so it is unchanged by the core. In vacuum B_0 = mu_0 H, and with the core B = mu_0 mu_r H. Dividing, B = mu_r B_0. This is why an iron core with mu_r of a few thousand makes an electromagnet so strong.","B = mu_0 mu_r H while B_0 = mu_0 H, so B / B_0 = mu_r","Students subtract 1 from mu_r, forgetting that mu_r already includes the vacuum contribution.",Medium,30 to 60 seconds,Application Based,ORIGINAL,CF-22081860,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0049,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,chi from permeability,Working back from permeability to susceptibility,"A material has permeability 6.28 x 10^-4 T m A^-1. Taking mu_0 = 1.256 x 10^-6 T m A^-1, its magnetic susceptibility is",500,501,499,2 x 10^-3,C,499,mu_r = (6.28 x 10^-4) / (1.256 x 10^-6) = 500. Hence chi = mu_r - 1 = 499. The large positive value shows the material is ferromagnetic.,mu_r = mu / mu_0 and chi = mu_r - 1,Students stop at the relative permeability and report it as the susceptibility.,Hard,60 to 90 seconds,Multi-Step Numerical,ORIGINAL,CF-ba7f5c46,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0050,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,Effect of an iron core,Increase in field on inserting a ferromagnetic core,"The field inside an air cored solenoid carrying a steady current is 0.4 mT. An iron core of relative permeability 5000 now fills the solenoid, the current being unchanged. The field inside becomes",2 T,2 mT,0.4 T,8 x 10^-8 T,A,2 T,The magnetic intensity is unchanged because the current and the winding are unchanged. Hence B = mu_r B_0 = 5000 x 0.4 x 10^-3 T = 2 T. Such a large increase is exactly why ferromagnetic cores are used in electromagnets.,B = mu_r B_0 when H is unchanged,"Students divide by the relative permeability, thinking the core shields the interior from the field.",Hard,60 to 90 seconds,Multi-Step Numerical,ORIGINAL,CF-90584a2a,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0051,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,Full set from M and H,"Susceptibility, relative permeability and field of a ferromagnetic sample","A ferromagnetic sample in a magnetic intensity of 200 A m^-1 acquires a magnetisation of 8 x 10^5 A m^-1. Taking mu_0 = 4 pi x 10^-7 T m A^-1, its susceptibility and the field inside it are nearly",4000 and 2.5 x 10^-4 T,4000 and 1.0 T,4001 and 1.0 T,2.5 x 10^-4 and 1.0 T,B,4000 and 1.0 T,"chi = (8 x 10^5) / 200 = 4000. Next, H + M = 200 + 800000 = 8.002 x 10^5 A m^-1, so B = 4 pi x 10^-7 x 8.002 x 10^5 = 1.006 T, which is nearly 1.0 T.",chi = M / H and B = mu_0 (H + M),"Students confuse the susceptibility with the relative permeability, which differs from it by exactly one.",Hard,60 to 90 seconds,Multi-Step Numerical,ORIGINAL,CF-dcd407b4,2,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0052,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,Temperature behaviour,Temperature dependence of susceptibility across the classes,"As the temperature of a specimen is raised, its magnetic susceptibility",decreases if it is diamagnetic and stays practically unchanged if it is paramagnetic,increases for both a diamagnetic and a paramagnetic specimen,stays practically unchanged if it is diamagnetic and decreases if it is paramagnetic,stays practically unchanged for both a diamagnetic and a paramagnetic specimen,C,stays practically unchanged if it is diamagnetic and decreases if it is paramagnetic,"Diamagnetism arises from a change induced in the electronic orbits by the applied field and does not depend on the thermal motion of the atoms, so its susceptibility is practically independent of temperature. Paramagnetism depends on the alignment of permanent dipoles against thermal agitation, so its susceptibility falls as 1 / T according to the Curie law.",Diamagnetic chi is temperature independent; paramagnetic chi = C / T,"Students assume every magnetic property weakens with rising temperature, including diamagnetism.",Hard,60 to 90 seconds,Conceptual Trap,ORIGINAL,CF-75483903,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0053,12,11,Magnetic Materials,Magnetic Susceptibility and Permeability,Classifying from data,Identifying materials from susceptibility values,"Four specimens have magnetic susceptibilities -1.2 x 10^-5, 2.5 x 10^-4, 3.0 x 10^3 and -0.8 x 10^-5. The number of specimens that would be pushed towards the weaker part of a non uniform magnetic field is",one,three,two,four,C,two,"Susceptibilities -1.2 x 10^-5 and -0.8 x 10^-5 are negative, so those two specimens are diamagnetic and are repelled, moving towards the weaker part of the field. The values 2.5 x 10^-4 and 3.0 x 10^3 are positive and belong to paramagnetic and ferromagnetic specimens respectively, both of which are drawn towards the stronger field.","Negative chi means diamagnetic, and a diamagnetic sample moves from a strong to a weak field region",Students judge the behaviour by the magnitude of the susceptibility rather than by its sign.,Hard,60 to 90 seconds,Comparison Based,ORIGINAL,CF-04999721,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
